21
# x y z
-15	0.657	0
-13.5	1.166	0
-12	1.608	0
-10.5	0.601	0
-9	0.393	0
-7.5	1.337	0
-6	1.405	0
-4.5	0.769	0
-3	0.681	0
-1.5	1.204	0
0	1.318	0
1.5	0.944	0
3	0.417	0
4.5	1.015	0
6	1.589	0
7.5	1.3	0
9	0.653	0
10.5	0.609	0
12	1.354	0
13.5	1.228	0
15	0.775	0
171
# a b m n err i ip iperr k r rhoa u valid 
3	4	11	12	4.82472415243203e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.34063086260287e+03	-2.67135502150426e-02	8.96706692135837e+01	-2.67135502150426e-02	1
4	5	12	13	2.23462785325856e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.47573025836470e+03	-5.64629784452091e-02	8.31379273566972e+01	-5.64629784452091e-02	1
5	6	13	14	7.14000494092095e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.39208296771363e+03	-5.08229019663999e-02	7.12548493776215e+01	-5.08229019663999e-02	1
6	7	14	15	4.73237624573550e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.71711422841870e+03	-1.13995650585772e-02	6.54810369320867e+01	-1.13995650585772e-02	1
7	8	15	16	7.28289126568767e-04	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.84663995579480e+03	-1.67513335622893e-02	6.43894207012206e+01	-1.67513335622893e-02	1
8	9	16	17	8.46793718068406e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.05146834478824e+03	-3.13495812193296e-02	6.37680778147550e+01	-3.13495812193296e-02	1
9	10	17	18	1.51484722468587e-02	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.35791479781758e+03	-4.72408149061318e-02	6.31772422512630e+01	-4.72408149061318e-02	1
10	11	18	19	4.46514952067019e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.84798613173458e+03	-1.60432033752030e-02	6.14583724482755e+01	-1.60432033752030e-02	1
11	12	19	20	8.56398794323461e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.87158083134452e+03	-1.22633280412541e-02	6.02534218161957e+01	-1.22633280412541e-02	1
12	13	20	21	2.14093744130195e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.18466860485190e+03	-2.74997388160293e-02	6.02064388787432e+01	-2.74997388160293e-02	1
1	2	10	11	1.24573877871199e-02	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.28099798007440e+03	-2.02549067887765e-02	8.56310198179855e+01	-2.02549067887765e-02	1
2	3	11	12	1.73180925851187e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.70593940925805e+03	-1.11239146871909e-02	8.58686636310247e+01	-1.11239146871909e-02	1
3	4	12	13	3.85317379728844e-03	1.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.92369585743538e+03	-2.61554631863060e-02	7.67652739539142e+01	-2.61554631863060e-02	1
